Inicio(seg) Duracao(seg) Banda(Kbps) PortaCli PortaServ
20 95 631 5686 5186
21 67 679 5687 5187
11 77 416 5688 5188
22 67 451 5689 5189
38 157 351 5690 5190
2 82 2419 5691 5191
3 65 3389 5692 5192
11 107 6227 5693 5193
15 69 1893 5694 5194
25 70 692 5695 5195
61 128 590 5696 5196
8 80 3941 5697 5197
17 86 9007 5698 5198
0 88 401 5699 5199
1 80 704 5700 5200
56 70 5622 5701 5201
2 94 1165 5702 5202
0 80 1992 5703 5203
5 103 19 5704 5204
1 98 3376 5705 5205
4 65 329 5706 5206
4 65 1072 5707 5207
5 47 775 5708 5208
4 52 724 5709 5209
5 82 2001 5710 5210
24 114 3180 5711 5211
22 82 3196 5712 5212
5 95 4143 5713 5213
24 126 518 5714 5214
62 119 4796 5715 5215
1 90 2306 5716 5216
25 94 4431 5717 5217
0 95 934 5718 5218
11 88 36 5719 5219
8 77 879 5720 5220
93 88 995 5721 5221
52 83 603 5722 5222
18 54 1706 5723 5223
4 127 4147 5724 5224
13 111 495 5725 5225
4 113 2088 5726 5226
5 63 393 5727 5227
5 125 2726 5728 5228
13 37 1335 5729 5229
15 117 1170 5730 5230
8 60 1337 5731 5231
12 94 3217 5732 5232
3 66 1771 5733 5233
25 60 455 5734 5234
22 134 233 5735 5235
11 109 1527 5736 5236
15 89 3960 5737 5237
16 101 3428 5738 5238
35 74 1641 5739 5239
15 85 2353 5740 5240
24 144 48 5741 5241
4 70 1690 5742 5242
13 132 8573 5743 5243
40 77 2049 5744 5244
14 117 1568 5745 5245
0 95 5189 5746 5246
6 89 1139 5747 5247
10 75 2419 5748 5248
37 65 705 5749 5249
98 57 3017 5750 5250
9 118 2333 5751 5251
50 94 1636 5752 5252
13 133 5475 5753 5253
6 89 1095 5754 5254
1 42 1772 5755 5255
18 86 8403 5756 5256
6 104 4940 5757 5257
1 100 3531 5758 5258
8 123 826 5759 5259
7 71 6 5760 5260
2 111 4875 5761 5261
5 70 804 5762 5262
9 75 603 5763 5263
2 85 3551 5764 5264
1 90 2752 5765 5265
21 70 529 5766 5266
8 128 109 5767 5267
4 128 2110 5768 5268
39 86 847 5769 5269
9 74 251 5770 5270
43 77 569 5771 5271
8 144 10688 5772 5272
0 87 41 5773 5273
3 156 213 5774 5274
18 76 2542 5775 5275
18 99 2193 5776 5276
7 124 369 5777 5277
8 41 397 5778 5278
69 46 2564 5779 5279
9 86 676 5780 5280
34 134 955 5781 5281
2 75 1344 5782 5282
17 81 504 5783 5283
5 107 3195 5784 5284
3 108 1857 5785 5285
37 85 2503 5786 5286
0 87 3551 5787 5287
2 31 1047 5788 5288
17 51 2742 5789 5289
5 110 2406 5790 5290
44 95 3242 5791 5291
6 93 2893 5792 5292
18 52 880 5793 5293
15 153 439 5794 5294
16 117 1312 5795 5295
1 67 3470 5796 5296
9 76 227 5797 5297
5 108 1017 5798 5298
4 86 742 5799 5299
1 73 526 5800 5300
3 95 2740 5801 5301
2 81 5114 5802 5302
1 149 1256 5803 5303
5 129 622 5804 5304
5 55 107 5805 5305
17 96 6719 5806 5306
2 123 272 5807 5307
3 55 52 5808 5308
10 78 984 5809 5309
1 74 2242 5810 5310
24 76 820 5811 5311
1 155 436 5812 5312
6 68 7104 5813 5313
12 44 9359 5814 5314
31 103 1392 5815 5315
8 123 3341 5816 5316
9 49 326 5817 5317
3 55 1793 5818 5318
8 67 1265 5819 5319
6 48 461 5820 5320
18 48 320 5821 5321
