Inicio(seg) Duracao(seg) Banda(Kbps) PortaCli PortaServ
40 115 1251 3648 5148
52 85 959 3649 5149
41 98 615 3650 5150
2 102 3911 3651 5151
35 98 2973 3652 5152
6 105 701 3653 5153
1 114 515 3654 5154
17 103 5136 3655 5155
4 53 1580 3656 5156
3 131 667 3657 5157
20 93 38 3658 5158
0 87 3408 3659 5159
9 74 1359 3660 5160
32 75 1741 3661 5161
0 84 1014 3662 5162
29 106 32 3663 5163
7 106 4626 3664 5164
2 113 1833 3665 5165
27 75 496 3666 5166
11 76 3183 3667 5167
11 106 1800 3668 5168
0 105 641 3669 5169
5 63 1667 3670 5170
6 91 414 3671 5171
7 89 209 3672 5172
0 90 2592 3673 5173
0 62 180 3674 5174
15 47 5172 3675 5175
10 92 2997 3676 5176
35 70 229 3677 5177
1 123 8 3678 5178
1 60 563 3679 5179
19 69 981 3680 5180
10 51 492 3681 5181
15 112 3821 3682 5182
19 78 976 3683 5183
12 136 889 3684 5184
20 95 629 3685 5185
21 67 678 3686 5186
11 77 415 3687 5187
22 67 450 3688 5188
38 157 350 3689 5189
2 82 2413 3690 5190
3 65 3380 3691 5191
11 107 6211 3692 5192
15 69 1888 3693 5193
25 70 690 3694 5194
61 128 588 3695 5195
8 80 3930 3696 5196
17 86 8983 3697 5197
0 88 400 3698 5198
1 80 703 3699 5199
56 70 5608 3700 5200
2 94 1162 3701 5201
0 80 1987 3702 5202
5 103 19 3703 5203
1 98 3367 3704 5204
4 65 329 3705 5205
4 65 1069 3706 5206
5 47 773 3707 5207
4 52 722 3708 5208
5 82 1995 3709 5209
24 114 3171 3710 5210
22 82 3188 3711 5211
5 95 4132 3712 5212
24 126 517 3713 5213
62 119 4783 3714 5214
1 90 2300 3715 5215
25 94 4419 3716 5216
0 95 931 3717 5217
11 88 36 3718 5218
8 77 877 3719 5219
93 88 992 3720 5220
52 83 601 3721 5221
18 54 1702 3722 5222
4 127 4136 3723 5223
13 111 494 3724 5224
4 113 2083 3725 5225
5 63 392 3726 5226
5 125 2719 3727 5227
13 37 1331 3728 5228
15 117 1167 3729 5229
8 60 1334 3730 5230
12 94 3208 3731 5231
3 66 1767 3732 5232
25 60 453 3733 5233
22 134 232 3734 5234
11 109 1523 3735 5235
15 89 3950 3736 5236
16 101 3419 3737 5237
35 74 1636 3738 5238
15 85 2347 3739 5239
24 144 48 3740 5240
4 70 1685 3741 5241
13 132 8550 3742 5242
40 77 2043 3743 5243
14 117 1564 3744 5244
0 95 5176 3745 5245
6 89 1136 3746 5246
10 75 2412 3747 5247
37 65 704 3748 5248
98 57 3009 3749 5249
9 118 2327 3750 5250
50 94 1632 3751 5251
13 133 5461 3752 5252
6 89 1092 3753 5253
1 42 1768 3754 5254
18 86 8381 3755 5255
6 104 4927 3756 5256
1 100 3522 3757 5257
8 123 824 3758 5258
7 71 6 3759 5259
2 111 4862 3760 5260
5 70 802 3761 5261
9 75 602 3762 5262
2 85 3541 3763 5263
1 90 2745 3764 5264
21 70 528 3765 5265
8 128 109 3766 5266
4 128 2105 3767 5267
39 86 845 3768 5268
9 74 251 3769 5269
43 77 568 3770 5270
8 144 10660 3771 5271
0 87 41 3772 5272
3 156 213 3773 5273
18 76 2536 3774 5274
18 99 2188 3775 5275
7 124 368 3776 5276
8 41 396 3777 5277
69 46 2558 3778 5278
9 86 674 3779 5279
34 134 953 3780 5280
2 75 1341 3781 5281
17 81 502 3782 5282
5 107 3187 3783 5283
3 108 1852 3784 5284
37 85 2496 3785 5285
0 87 3541 3786 5286
2 31 1045 3787 5287
17 51 2735 3788 5288
5 110 2400 3789 5289
44 95 3233 3790 5290
6 93 2886 3791 5291
18 52 878 3792 5292
15 153 438 3793 5293
16 117 1309 3794 5294
1 67 3461 3795 5295
9 76 226 3796 5296
5 108 1014 3797 5297
4 86 740 3798 5298
1 73 524 3799 5299
3 95 2733 3800 5300
2 81 5101 3801 5301
1 149 1253 3802 5302
5 129 621 3803 5303
5 55 106 3804 5304
17 96 6702 3805 5305
2 123 271 3806 5306
3 55 52 3807 5307
10 78 981 3808 5308
1 74 2236 3809 5309
24 76 817 3810 5310
1 155 434 3811 5311
6 68 7086 3812 5312
12 44 9334 3813 5313
31 103 1389 3814 5314
8 123 3332 3815 5315
9 49 325 3816 5316
3 55 1788 3817 5317
8 67 1262 3818 5318
6 48 460 3819 5319
18 48 319 3820 5320
43 73 2334 3821 5321
10 115 278 3822 5322
7 99 266 3823 5323
8 153 1015 3824 5324
31 79 1216 3825 5325
23 73 2882 3826 5326
27 125 2051 3827 5327
5 80 677 3828 5328
2 102 9353 3829 5329
6 80 1388 3830 5330
28 97 3795 3831 5331
21 95 1080 3832 5332
14 43 5365 3833 5333
43 109 5258 3834 5334
0 109 1125 3835 5335
6 94 106 3836 5336
10 94 264 3837 5337
71 86 8298 3838 5338
6 81 2215 3839 5339
2 55 2042 3840 5340
0 39 3722 3841 5341
21 86 2276 3842 5342
0 67 3526 3843 5343
6 113 295 3844 5344
18 53 3601 3845 5345
19 29 1143 3846 5346
40 80 2414 3847 5347
4 73 1661 3848 5348
9 107 694 3849 5349
27 97 285 3850 5350
42 76 408 3851 5351
0 92 2005 3852 5352
6 86 718 3853 5353
60 75 1134 3854 5354
10 102 2290 3855 5355
0 103 1579 3856 5356
3 74 2220 3857 5357
4 79 3334 3858 5358
1 121 425 3859 5359
1 89 2494 3860 5360
2 106 114 3861 5361
7 109 1935 3862 5362
32 63 638 3863 5363
19 48 5350 3864 5364
1 141 3840 3865 5365
1 94 252 3866 5366
4 104 2926 3867 5367
49 79 2687 3868 5368
2 107 2180 3869 5369
1 137 6566 3870 5370
3 113 1813 3871 5371
15 39 161 3872 5372
3 117 1391 3873 5373
12 63 4289 3874 5374
4 96 2420 3875 5375
5 115 2331 3876 5376
0 84 847 3877 5377
8 89 476 3878 5378
18 65 4573 3879 5379
3 71 3854 3880 5380
48 103 10959 3881 5381
7 80 1330 3882 5382
22 133 509 3883 5383
9 73 1954 3884 5384
40 87 5132 3885 5385
27 61 1712 3886 5386
0 101 1736 3887 5387
1 33 386 3888 5388
8 85 2910 3889 5389
4 59 3912 3890 5390
9 135 3620 3891 5391
22 85 2042 3892 5392
27 53 3589 3893 5393
16 105 1009 3894 5394
2 144 1399 3895 5395
3 39 5407 3896 5396
17 80 519 3897 5397
2 104 3913 3898 5398
10 50 7836 3899 5399
7 83 3369 3900 5400
0 87 5431 3901 5401
56 83 2115 3902 5402
7 42 542 3903 5403
5 62 324 3904 5404
25 0 1759 3905 5405
48 116 705 3906 5406
5 20 884 3907 5407
0 87 1047 3908 5408
13 48 1268 3909 5409
22 92 1719 3910 5410
6 137 1663 3911 5411
15 125 424 3912 5412
12 102 3612 3913 5413
12 47 342 3914 5414
0 81 1788 3915 5415
35 100 1748 3916 5416
3 79 4740 3917 5417
12 73 2515 3918 5418
27 111 1225 3919 5419
23 70 1270 3920 5420
9 122 3021 3921 5421
0 80 284 3922 5422
1 51 2327 3923 5423
1 97 460 3924 5424
53 93 4057 3925 5425
13 159 374 3926 5426
6 77 4291 3927 5427
18 111 1964 3928 5428
35 56 59 3929 5429
10 72 612 3930 5430
5 111 5121 3931 5431
7 82 2583 3932 5432
11 112 72 3933 5433
17 50 6404 3934 5434
22 114 991 3935 5435
2 112 3243 3936 5436
41 100 1160 3937 5437
9 70 1256 3938 5438
30 60 1931 3939 5439
0 135 894 3940 5440
14 106 1957 3941 5441
23 78 794 3942 5442
3 85 7024 3943 5443
12 88 447 3944 5444
52 127 2066 3945 5445
8 63 3587 3946 5446
51 101 2260 3947 5447
23 117 532 3948 5448
2 131 989 3949 5449
2 125 3467 3950 5450
1 104 846 3951 5451
16 159 2095 3952 5452
5 67 4049 3953 5453
12 114 2283 3954 5454
16 44 415 3955 5455
5 66 3285 3956 5456
54 64 3580 3957 5457
10 72 452 3958 5458
5 154 1277 3959 5459
5 56 3576 3960 5460
5 121 685 3961 5461
15 45 1297 3962 5462
10 137 427 3963 5463
10 92 4089 3964 5464
4 93 115 3965 5465
10 102 1785 3966 5466
22 66 2867 3967 5467
18 112 1093 3968 5468
72 71 916 3969 5469
0 95 3658 3970 5470
8 109 64 3971 5471
13 52 1818 3972 5472
5 91 1175 3973 5473
3 120 1154 3974 5474
17 116 54 3975 5475
26 72 5071 3976 5476
10 90 1592 3977 5477
10 149 646 3978 5478
5 104 882 3979 5479
8 83 1566 3980 5480
0 42 1954 3981 5481
14 147 3727 3982 5482
6 38 1453 3983 5483
1 95 701 3984 5484
8 127 6539 3985 5485
10 35 2200 3986 5486
0 105 731 3987 5487
20 57 2349 3988 5488
24 99 3695 3989 5489
11 103 2194 3990 5490
20 121 2914 3991 5491
4 118 1727 3992 5492
23 64 4060 3993 5493
17 144 976 3994 5494
22 48 3388 3995 5495
3 102 3855 3996 5496
68 74 5321 3997 5497
40 47 1611 3998 5498
2 49 1787 3999 5499
38 45 3774 4000 5500
3 62 1120 4001 5501
16 98 290 4002 5502
26 69 813 4003 5503
1 49 3520 4004 5504
0 90 3025 4005 5505
0 36 1480 4006 5506
1 111 261 4007 5507
4 92 1299 4008 5508
17 89 348 4009 5509
8 101 5685 4010 5510
1 113 292 4011 5511
1 62 1905 4012 5512
36 78 1622 4013 5513
23 81 3104 4014 5514
0 57 5636 4015 5515
10 112 520 4016 5516
21 97 262 4017 5517
21 97 656 4018 5518
37 78 2285 4019 5519
19 122 1207 4020 5520
2 34 417 4021 5521
5 96 585 4022 5522
3 70 1892 4023 5523
0 101 1872 4024 5524
36 135 505 4025 5525
52 75 493 4026 5526
22 119 303 4027 5527
0 44 370 4028 5528
3 49 4855 4029 5529
0 62 1914 4030 5530
1 98 1186 4031 5531
20 114 7689 4032 5532
1 94 1123 4033 5533
8 112 6 4034 5534
4 45 725 4035 5535
38 81 561 4036 5536
34 68 1245 4037 5537
3 128 2754 4038 5538
37 76 703 4039 5539
32 84 25 4040 5540
26 22 1714 4041 5541
31 93 3848 4042 5542
7 70 1972 4043 5543
8 138 468 4044 5544
19 108 4032 4045 5545
26 113 1865 4046 5546
29 125 688 4047 5547
6 104 349 4048 5548
2 111 405 4049 5549
10 73 912 4050 5550
6 54 1702 4051 5551
49 102 2242 4052 5552
0 103 12 4053 5553
2 74 312 4054 5554
0 110 2571 4055 5555
14 99 2046 4056 5556
51 124 1455 4057 5557
11 83 998 4058 5558
59 42 3891 4059 5559
12 163 2641 4060 5560
1 123 2271 4061 5561
11 71 267 4062 5562
2 38 6003 4063 5563
14 107 712 4064 5564
0 89 1563 4065 5565
11 156 2977 4066 5566
34 73 8597 4067 5567
18 59 1591 4068 5568
4 54 2644 4069 5569
4 73 2142 4070 5570
1 127 1057 4071 5571
18 105 1058 4072 5572
34 98 3137 4073 5573
5 137 3470 4074 5574
20 160 5091 4075 5575
3 121 2600 4076 5576
14 88 298 4077 5577
11 40 1933 4078 5578
17 64 12059 4079 5579
1 98 3536 4080 5580
19 102 2282 4081 5581
5 77 129 4082 5582
9 60 4907 4083 5583
5 132 206 4084 5584
29 53 1016 4085 5585
12 79 2027 4086 5586
13 118 1255 4087 5587
4 85 581 4088 5588
11 115 2041 4089 5589
26 68 392 4090 5590
0 80 96 4091 5591
2 50 202 4092 5592
22 120 905 4093 5593
10 143 388 4094 5594
42 111 2305 4095 5595
1 58 343 4096 5596
12 103 55 4097 5597
6 77 1019 4098 5598
0 80 3268 4099 5599
15 133 1453 4100 5600
2 116 2169 4101 5601
2 77 780 4102 5602
12 122 9039 4103 5603
25 97 84 4104 5604
21 53 240 4105 5605
5 90 89 4106 5606
37 101 1441 4107 5607
9 121 1312 4108 5608
3 132 1561 4109 5609
17 103 874 4110 5610
2 70 357 4111 5611
22 126 2083 4112 5612
5 150 79 4113 5613
18 87 1291 4114 5614
1 63 92 4115 5615
53 60 530 4116 5616
4 43 26 4117 5617
3 55 1729 4118 5618
2 75 939 4119 5619
28 151 1856 4120 5620
44 122 4869 4121 5621
16 68 498 4122 5622
2 128 6214 4123 5623
5 59 1451 4124 5624
29 90 191 4125 5625
1 51 164 4126 5626
34 78 4040 4127 5627
22 47 1870 4128 5628
5 97 446 4129 5629
4 127 1041 4130 5630
17 85 746 4131 5631
2 28 1254 4132 5632
4 84 9 4133 5633
0 125 219 4134 5634
0 109 587 4135 5635
5 129 2571 4136 5636
12 100 663 4137 5637
12 95 401 4138 5638
11 105 5682 4139 5639
12 109 2067 4140 5640
6 85 228 4141 5641
7 61 2254 4142 5642
18 86 67 4143 5643
4 112 561 4144 5644
29 69 2160 4145 5645
0 80 1099 4146 5646
4 78 1112 4147 5647
11 105 111 4148 5648
1 74 2386 4149 5649
22 91 525 4150 5650
5 61 613 4151 5651
9 86 1018 4152 5652
0 109 437 4153 5653
14 75 1851 4154 5654
12 86 880 4155 5655
19 153 239 4156 5656
59 115 3007 4157 5657
3 96 3962 4158 5658
7 107 1260 4159 5659
5 81 2352 4160 5660
0 31 342 4161 5661
0 33 2174 4162 5662
6 110 1508 4163 5663
1 71 811 4164 5664
5 125 1843 4165 5665
4 88 1263 4166 5666
14 111 114 4167 5667
12 138 95 4168 5668
23 109 525 4169 5669
9 77 4730 4170 5670
17 119 883 4171 5671
11 114 3739 4172 5672
6 93 7403 4173 5673
4 77 381 4174 5674
3 78 24 4175 5675
3 101 660 4176 5676
7 96 747 4177 5677
11 67 1984 4178 5678
5 37 1531 4179 5679
48 99 1871 4180 5680
0 91 403 4181 5681
20 135 9223 4182 5682
21 114 166 4183 5683
3 126 5975 4184 5684
11 51 4334 4185 5685
3 80 7416 4186 5686
3 70 721 4187 5687
22 108 449 4188 5688
14 58 1031 4189 5689
4 115 136 4190 5690
84 85 338 4191 5691
10 44 271 4192 5692
5 120 423 4193 5693
11 40 1855 4194 5694
2 80 946 4195 5695
60 135 692 4196 5696
5 98 1232 4197 5697
18 75 617 4198 5698
0 143 1248 4199 5699
12 101 359 4200 5700
11 85 981 4201 5701
3 89 480 4202 5702
14 106 26 4203 5703
3 114 7737 4204 5704
10 76 70 4205 5705
13 97 16 4206 5706
25 33 3024 4207 5707
10 69 858 4208 5708
3 126 644 4209 5709
2 97 2915 4210 5710
15 42 5342 4211 5711
58 98 3070 4212 5712
14 112 1241 4213 5713
6 36 2309 4214 5714
13 89 2199 4215 5715
22 83 7408 4216 5716
13 82 787 4217 5717
2 37 1773 4218 5718
6 34 1664 4219 5719
0 96 935 4220 5720
5 67 114 4221 5721
4 91 1492 4222 5722
9 29 953 4223 5723
38 66 884 4224 5724
7 48 285 4225 5725
1 118 4216 4226 5726
12 70 2105 4227 5727
8 137 1074 4228 5728
0 100 125 4229 5729
38 117 2780 4230 5730
2 117 1447 4231 5731
6 86 154 4232 5732
12 132 421 4233 5733
30 79 36 4234 5734
7 108 1652 4235 5735
16 77 320 4236 5736
14 80 591 4237 5737
21 56 2411 4238 5738
4 87 2939 4239 5739
1 147 1978 4240 5740
0 98 1699 4241 5741
4 84 2415 4242 5742
32 111 2626 4243 5743
13 128 451 4244 5744
54 71 2576 4245 5745
7 64 1238 4246 5746
8 103 626 4247 5747
23 90 263 4248 5748
23 100 2263 4249 5749
48 28 411 4250 5750
21 77 22 4251 5751
27 75 1591 4252 5752
13 94 1714 4253 5753
10 53 3246 4254 5754
22 55 423 4255 5755
8 90 6586 4256 5756
10 96 112 4257 5757
6 105 1372 4258 5758
14 78 3655 4259 5759
0 132 1763 4260 5760
15 83 2524 4261 5761
24 123 1467 4262 5762
0 78 1590 4263 5763
9 60 1969 4264 5764
32 87 3134 4265 5765
18 87 2637 4266 5766
36 115 4239 4267 5767
0 84 934 4268 5768
17 68 622 4269 5769
28 90 5735 4270 5770
5 105 95 4271 5771
45 69 2544 4272 5772
22 83 1053 4273 5773
11 109 4184 4274 5774
0 67 381 4275 5775
24 101 981 4276 5776
10 52 794 4277 5777
4 35 393 4278 5778
6 106 949 4279 5779
38 98 4714 4280 5780
26 105 1781 4281 5781
12 108 2340 4282 5782
2 51 179 4283 5783
8 110 61 4284 5784
47 77 2353 4285 5785
1 128 153 4286 5786
13 42 2006 4287 5787
9 110 92 4288 5788
33 44 10597 4289 5789
1 95 1417 4290 5790
2 84 55 4291 5791
1 102 385 4292 5792
20 126 800 4293 5793
29 92 2960 4294 5794
2 76 1890 4295 5795
31 55 1734 4296 5796
0 130 2304 4297 5797
16 96 2620 4298 5798
12 36 4347 4299 5799
18 100 235 4300 5800
49 41 571 4301 5801
9 49 1464 4302 5802
0 91 2335 4303 5803
36 81 211 4304 5804
23 92 345 4305 5805
54 60 1301 4306 5806
35 111 6 4307 5807
4 98 1068 4308 5808
29 113 504 4309 5809
23 92 553 4310 5810
0 121 104 4311 5811
2 88 2394 4312 5812
6 96 1491 4313 5813
40 70 1741 4314 5814
18 52 462 4315 5815
3 73 597 4316 5816
50 122 7777 4317 5817
0 64 2857 4318 5818
16 47 757 4319 5819
21 94 3300 4320 5820
18 71 90 4321 5821
70 85 357 4322 5822
5 60 1060 4323 5823
8 130 3160 4324 5824
37 59 391 4325 5825
28 123 154 4326 5826
5 76 1831 4327 5827
2 65 1318 4328 5828
3 87 2420 4329 5829
18 108 5160 4330 5830
38 53 2449 4331 5831
11 126 939 4332 5832
4 103 1719 4333 5833
21 160 1310 4334 5834
8 85 2650 4335 5835
29 100 599 4336 5836
7 113 340 4337 5837
37 55 2287 4338 5838
0 75 430 4339 5839
2 86 1111 4340 5840
0 36 334 4341 5841
9 68 419 4342 5842
50 78 2481 4343 5843
1 89 373 4344 5844
2 63 703 4345 5845
8 144 8 4346 5846
11 33 963 4347 5847
46 138 840 4348 5848
4 115 808 4349 5849
2 30 5960 4350 5850
0 108 1697 4351 5851
4 101 742 4352 5852
19 78 1370 4353 5853
17 95 5507 4354 5854
32 86 693 4355 5855
12 141 9 4356 5856
28 136 2203 4357 5857
3 24 52 4358 5858
7 76 208 4359 5859
20 59 419 4360 5860
3 198 594 4361 5861
2 83 3004 4362 5862
62 111 134 4363 5863
36 99 4605 4364 5864
12 69 2381 4365 5865
4 85 2627 4366 5866
8 91 2089 4367 5867
27 66 4605 4368 5868
52 105 2235 4369 5869
0 67 2160 4370 5870
3 86 2128 4371 5871
6 59 352 4372 5872
12 116 40 4373 5873
28 49 3167 4374 5874
2 38 312 4375 5875
14 116 1232 4376 5876
12 87 157 4377 5877
49 99 1492 4378 5878
5 36 3150 4379 5879
12 117 3689 4380 5880
2 28 792 4381 5881
22 75 1009 4382 5882
4 159 6884 4383 5883
13 58 4747 4384 5884
15 64 2170 4385 5885
16 94 1881 4386 5886
5 47 266 4387 5887
2 121 612 4388 5888
15 74 2797 4389 5889
22 24 2081 4390 5890
21 106 1637 4391 5891
0 90 408 4392 5892
7 110 371 4393 5893
52 68 5299 4394 5894
8 88 2328 4395 5895
14 107 359 4396 5896
65 121 1163 4397 5897
1 67 2710 4398 5898
13 54 42 4399 5899
24 85 1419 4400 5900
0 149 3099 4401 5901
0 66 1048 4402 5902
2 102 5141 4403 5903
16 101 1839 4404 5904
4 48 85 4405 5905
27 72 771 4406 5906
0 89 4657 4407 5907
0 85 2325 4408 5908
38 82 2573 4409 5909
1 80 5551 4410 5910
12 54 1980 4411 5911
7 144 2321 4412 5912
9 55 302 4413 5913
14 81 1774 4414 5914
11 73 3907 4415 5915
1 80 1906 4416 5916
2 73 990 4417 5917
12 98 58 4418 5918
6 68 2297 4419 5919
6 93 446 4420 5920
25 99 5543 4421 5921
5 108 2067 4422 5922
0 68 2074 4423 5923
8 20 3334 4424 5924
1 75 336 4425 5925
43 109 3805 4426 5926
15 73 800 4427 5927
6 72 248 4428 5928
73 121 1855 4429 5929
17 18 1467 4430 5930
39 81 659 4431 5931
37 77 3835 4432 5932
5 67 1863 4433 5933
2 49 708 4434 5934
28 70 648 4435 5935
1 121 4309 4436 5936
36 75 2988 4437 5937
2 94 1442 4438 5938
9 74 191 4439 5939
18 93 973 4440 5940
4 112 2069 4441 5941
27 91 405 4442 5942
10 103 2724 4443 5943
48 127 7977 4444 5944
21 119 65 4445 5945
9 93 1118 4446 5946
15 90 382 4447 5947
11 82 1254 4448 5948
4 96 3973 4449 5949
4 93 553 4450 5950
15 99 1895 4451 5951
24 143 60 4452 5952
6 156 1707 4453 5953
21 94 2029 4454 5954
24 109 561 4455 5955
24 98 211 4456 5956
54 124 2872 4457 5957
26 123 1220 4458 5958
2 71 818 4459 5959
22 106 5034 4460 5960
9 88 101 4461 5961
29 94 219 4462 5962
14 139 963 4463 5963
14 88 988 4464 5964
12 88 8773 4465 5965
28 114 1407 4466 5966
9 149 301 4467 5967
25 121 350 4468 5968
0 58 50 4469 5969
0 94 596 4470 5970
1 16 115 4471 5971
9 87 309 4472 5972
3 37 4931 4473 5973
3 109 2108 4474 5974
4 121 1016 4475 5975
3 54 602 4476 5976
29 118 1265 4477 5977
3 150 44 4478 5978
3 74 1215 4479 5979
8 91 1254 4480 5980
12 87 1737 4481 5981
15 69 3516 4482 5982
7 126 1639 4483 5983
41 86 359 4484 5984
4 69 2945 4485 5985
92 98 6175 4486 5986
47 148 363 4487 5987
36 116 333 4488 5988
30 104 5885 4489 5989
2 125 1910 4490 5990
11 45 1184 4491 5991
57 78 3294 4492 5992
15 77 6429 4493 5993
4 144 2297 4494 5994
8 70 1078 4495 5995
9 80 1074 4496 5996
32 118 485 4497 5997
17 113 974 4498 5998
10 111 1075 4499 5999
3 96 607 4500 6000
