Inicio(seg) Duracao(seg) Banda(Kbps) PortaCli PortaServ
7 89 219 5673 5173
0 90 2714 5674 5174
0 62 188 5675 5175
15 47 5416 5676 5176
10 92 3138 5677 5177
35 70 240 5678 5178
1 123 8 5679 5179
1 60 590 5680 5180
19 69 1027 5681 5181
10 51 516 5682 5182
15 112 4001 5683 5183
19 78 1022 5684 5184
12 136 931 5685 5185
20 95 659 5686 5186
21 67 710 5687 5187
11 77 435 5688 5188
22 67 471 5689 5189
38 157 367 5690 5190
2 82 2527 5691 5191
3 65 3539 5692 5192
11 107 6503 5693 5193
15 69 1977 5694 5194
25 70 722 5695 5195
61 128 616 5696 5196
8 80 4116 5697 5197
17 86 9407 5698 5198
0 88 419 5699 5199
1 80 736 5700 5200
56 70 5872 5701 5201
2 94 1217 5702 5202
0 80 2080 5703 5203
5 103 20 5704 5204
1 98 3526 5705 5205
4 65 344 5706 5206
4 65 1119 5707 5207
5 47 810 5708 5208
4 52 757 5709 5209
5 82 2089 5710 5210
24 114 3321 5711 5211
22 82 3338 5712 5212
5 95 4327 5713 5213
24 126 541 5714 5214
62 119 5009 5715 5215
1 90 2408 5716 5216
25 94 4628 5717 5217
0 95 975 5718 5218
11 88 37 5719 5219
8 77 918 5720 5220
93 88 1039 5721 5221
52 83 630 5722 5222
18 54 1782 5723 5223
4 127 4331 5724 5224
13 111 517 5725 5225
4 113 2181 5726 5226
5 63 411 5727 5227
5 125 2847 5728 5228
13 37 1394 5729 5229
15 117 1222 5730 5230
8 60 1396 5731 5231
12 94 3359 5732 5232
3 66 1850 5733 5233
25 60 475 5734 5234
22 134 243 5735 5235
11 109 1595 5736 5236
15 89 4136 5737 5237
16 101 3580 5738 5238
35 74 1713 5739 5239
15 85 2457 5740 5240
24 144 50 5741 5241
4 70 1765 5742 5242
13 132 8953 5743 5243
40 77 2140 5744 5244
14 117 1637 5745 5245
0 95 5420 5746 5246
6 89 1189 5747 5247
10 75 2526 5748 5248
37 65 737 5749 5249
98 57 3151 5750 5250
9 118 2436 5751 5251
50 94 1709 5752 5252
13 133 5718 5753 5253
6 89 1144 5754 5254
1 42 1851 5755 5255
18 86 8776 5756 5256
6 104 5160 5757 5257
1 100 3687 5758 5258
8 123 863 5759 5259
7 71 6 5760 5260
2 111 5091 5761 5261
5 70 840 5762 5262
9 75 630 5763 5263
2 85 3708 5764 5264
1 90 2874 5765 5265
21 70 553 5766 5266
8 128 114 5767 5267
4 128 2204 5768 5268
39 86 884 5769 5269
9 74 263 5770 5270
43 77 595 5771 5271
8 144 11162 5772 5272
0 87 43 5773 5273
3 156 223 5774 5274
18 76 2655 5775 5275
18 99 2291 5776 5276
7 124 386 5777 5277
8 41 414 5778 5278
69 46 2678 5779 5279
9 86 706 5780 5280
34 134 998 5781 5281
2 75 1404 5782 5282
17 81 526 5783 5283
5 107 3337 5784 5284
3 108 1939 5785 5285
37 85 2614 5786 5286
0 87 3708 5787 5287
2 31 1094 5788 5288
17 51 2864 5789 5289
5 110 2513 5790 5290
44 95 3386 5791 5291
6 93 3022 5792 5292
18 52 919 5793 5293
15 153 459 5794 5294
16 117 1370 5795 5295
1 67 3624 5796 5296
9 76 237 5797 5297
5 108 1062 5798 5298
4 86 775 5799 5299
1 73 549 5800 5300
3 95 2862 5801 5301
