Inicio(seg) Duracao(seg) Banda(Kbps) PortaCli PortaServ
155 72 275 8929 4429
15 37 4100 8930 4430
112 38 2242 8931 4431
11 31 1145 8932 4432
97 128 1284 8933 4433
18 56 104 8934 4434
60 123 26 8935 4435
20 127 945 8936 4436
9 39 958 8937 4437
35 48 1350 8938 4438
20 82 3281 8939 4439
134 125 348 8940 4440
25 69 888 8941 4441
0 46 1047 8942 4442
40 11 569 8943 4443
47 33 1268 8944 4444
52 81 2908 8945 4445
24 87 1663 8946 4446
13 33 1967 8947 4447
45 79 3612 8948 4448
108 29 1596 8949 4449
0 33 1788 8950 4450
7 81 4529 8951 4451
12 40 4740 8952 4452
14 97 1604 8953 4453
100 105 1225 8954 4454
28 68 2938 8955 4455
34 111 3021 8956 4456
45 26 29 8957 4457
5 31 2327 8958 4458
54 35 154 8959 4459
195 70 4057 8960 4460
118 31 1720 8961 4461
19 126 3858 8962 4462
56 117 765 8963 4463
8 94 122 8964 4464
1 51 422 8965 4465
39 118 612 8966 4466
147 52 4512 8967 4467
28 44 2583 8968 4468
2 40 1953 8969 4469
63 75 6404 8970 4470
91 43 8928 8971 4471
80 10 2658 8972 4472
93 58 2875 8973 4473
99 26 126 8974 4474
33 23 2352 8975 4475
36 122 1256 8976 4476
55 91 916 8977 4477
2 114 894 8978 4478
56 40 3896 8979 4479
87 84 794 8980 4480
202 45 89 8981 4481
45 32 447 8982 4482
59 50 2470 8983 4483
31 126 3587 8984 4484
65 113 1998 8985 4485
85 126 532 8986 4486
28 87 2095 8987 4487
9 25 3467 8988 4488
24 84 1418 8989 4489
61 23 2095 8990 4490
116 102 551 8991 4491
46 44 2283 8992 4492
11 56 642 8993 4493
20 89 3285 8994 4494
103 43 386 8995 4495
38 126 452 8996 4496
36 63 1751 8997 4497
18 46 3576 8998 4498
19 48 1868 8999 4499
57 44 1297 9000 4500
12 71 2800 9001 4501
37 70 4089 9002 4502
3 124 1970 9003 4503
39 38 1785 9004 4504
82 101 511 9005 4505
66 102 1093 9006 4506
6 124 3023 9007 4507
3 108 1927 9008 4508
105 55 9268 9009 4509
55 14 497 9010 4510
52 13 1119 9011 4511
40 82 4124 9012 4512
33 65 729 9013 4513
0 33 279 9014 4514
1 44 3245 9015 4515
96 93 5071 9016 4516
45 92 1325 9017 4517
37 71 646 9018 4518
25 46 4829 9019 4519
32 44 1566 9020 4520
56 79 1079 9021 4521
52 14 3727 9022 4522
41 72 584 9023 4523
5 50 701 9024 4524
188 55 1673 9025 4525
40 62 2200 9026 4526
7 30 239 9027 4527
58 19 395 9028 4528
67 48 122 9029 4529
80 100 3978 9030 4530
63 112 3077 9031 4531
71 73 2320 9032 4532
49 103 2645 9033 4533
30 38 2089 9034 4534
28 115 3038 9035 4535
13 93 1693 9036 4536
111 109 2818 9037 4537
27 33 508 9038 4538
46 122 8673 9039 4539
207 121 708 9040 4540
51 53 896 9041 4541
140 30 3774 9042 4542
32 84 252 9043 4543
61 33 290 9044 4544
23 39 882 9045 4545
5 108 3520 9046 4546
87 42 1338 9047 4547
2 12 1480 9048 4548
7 75 5313 9049 4549
17 24 1299 9050 4550
86 11 261 9051 4551
35 122 7539 9052 4552
163 30 2177 9053 4553
70 63 505 9054 4554
54 27 201 9055 4555
165 21 281 9056 4556
82 86 15198 9057 4557
7 12 445 9058 4558
89 78 4584 9059 4559
14 104 2210 9060 4560
14 123 94 9061 4561
102 69 3540 9062 4562
18 25 2714 9063 4563
26 101 3462 9064 4564
34 93 4823 9065 4565
2 97 19 9066 4566
12 72 656 9067 4567
19 27 585 9068 4568
54 97 265 9069 4569
3 33 1872 9070 4570
14 60 2693 9071 4571
191 119 493 9072 4572
8 47 1858 9073 4573
1 103 370 9074 4574
139 52 653 9075 4575
3 36 1914 9076 4576
34 117 1918 9077 4577
76 20 7689 9078 4578
32 121 1644 9079 4579
30 24 6 9080 4580
20 63 487 9081 4581
140 40 561 9082 4582
35 100 837 9083 4583
11 118 2754 9084 4584
20 50 115 9085 4585
120 120 25 9086 4586
38 96 28 9087 4587
97 53 1714 9088 4588
148 113 4046 9089 4589
29 119 2436 9090 4590
13 87 927 9091 4591
11 60 4906 9092 4592
91 11 631 9093 4593
71 99 4032 9094 4594
53 84 3400 9095 4595
107 106 688 9096 4596
15 30 783 9097 4597
7 108 405 9098 4598
52 55 1286 9099 4599
25 31 1702 9100 4600
9 92 6312 9101 4601
0 104 12 9102 4602
217 28 303 9103 4603
122 24 2170 9104 4604
58 98 20 9105 4605
103 83 1089 9106 4606
28 74 6516 9107 4607
133 72 133 9108 4608
43 120 5338 9109 4609
217 66 3891 9110 4610
1 99 1643 9111 4611
99 129 5470 9112 4612
65 50 3008 9113 4613
40 21 267 9114 4614
172 78 651 9115 4615
52 27 712 9116 4616
632 20 37 9117 4617
37 75 1994 9118 4618
85 77 104 9119 4619
1 73 611 9120 4620
247 32 765 9121 4621
67 117 1591 9122 4622
76 53 429 9123 4623
17 41 2142 9124 4624
30 84 2996 9125 4625
68 21 1058 9126 4626
90 101 1516 9127 4627
20 117 3470 9128 4628
146 74 1688 9129 4629
12 99 2600 9130 4630
8 40 1287 9131 4631
41 85 1933 9132 4632
347 84 224 9133 4633
3 93 3536 9134 4634
65 32 3433 9135 4635
20 98 129 9136 4636
141 93 873 9137 4637
18 65 206 9138 4638
29 58 384 9139 4639
44 112 2027 9140 4640
36 62 4209 9141 4641
15 81 581 9142 4642
15 11 4511 9143 4643
82 126 582 9144 4644
11 88 1435 9145 4645
9 108 5942 9146 4646
2 32 1055 9147 4647
8 15 202 9148 4648
57 20 427 9149 4649
82 80 905 9150 4650
14 32 1275 9151 4651
155 92 2305 9152 4652
162 29 242 9153 4653
84 23 4927 9154 4654
1 32 3390 9155 4655
23 77 1019 9156 4656
94 103 1097 9157 4657
56 11 1453 9158 4658
62 49 3667 9159 4659
7 30 780 9160 4660
260 79 3785 9161 4661
92 76 84 9162 4662
6 70 318 9163 4663
20 101 89 9164 4664
41 111 1878 9165 4665
33 119 1312 9166 4666
49 123 73 9167 4667
11 102 1561 9168 4668
81 54 2237 9169 4669
8 51 357 9170 4670
306 89 2815 9171 4671
0 96 2718 9172 4672
2 69 2182 9173 4673
66 46 1291 9174 4674
16 10 132 9175 4675
6 43 92 9176 4676
288 39 6838 9177 4677
200 87 5518 9178 4678
26 114 6401 9179 4679
15 51 26 9180 4680
59 81 488 9181 4681
10 65 939 9182 4682
21 84 3664 9183 4683
162 103 4869 9184 4684
23 37 2152 9185 4685
7 94 6214 9186 4686
9 73 656 9187 4687
106 71 191 9188 4688
13 19 229 9189 4689
127 61 4040 9190 4690
95 84 2828 9191 4691
19 77 446 9192 4692
3 60 519 9193 4693
36 108 753 9194 4694
36 48 2227 9195 4695
32 29 3581 9196 4696
6 10 584 9197 4697
54 16 2749 9198 4698
74 41 21 9199 4699
149 44 2344 9200 4700
11 45 1543 9201 4701
79 78 3384 9202 4702
59 123 1513 9203 4703
31 76 218 9204 4704
64 23 877 9205 4705
30 58 5071 9206 4706
16 14 2348 9207 4707
6 39 738 9208 4708
31 91 3765 9209 4709
14 10 3772 9210 4710
3 62 530 9211 4711
5 73 151 9212 4712
44 113 195 9213 4713
4 14 2386 9214 4714
33 38 2818 9215 4715
19 22 613 9216 4716
15 59 1189 9217 4717
2 110 437 9218 4718
5 84 1905 9219 4719
37 118 2090 9220 4720
6 54 1612 9221 4721
5 98 4011 9222 4722
86 82 4331 9223 4723
13 127 3962 9224 4724
36 45 4424 9225 4725
21 58 2352 9226 4726
9 63 1115 9227 4727
3 17 2174 9228 4728
43 38 3096 9229 4729
4 54 811 9230 4730
36 14 438 9231 4731
21 112 1843 9232 4732
0 68 634 9233 4733
1 22 63 9234 4734
3 95 1726 9235 4735
45 83 95 9236 4736
15 41 3775 9237 4737
33 104 4730 9238 4738
25 95 2694 9239 4739
43 93 3739 9240 4740
213 15 1934 9241 4741
17 53 381 9242 4742
0 109 366 9243 4743
11 35 660 9244 4744
21 20 1838 9245 4745
40 57 1984 9246 4746
44 74 621 9247 4747
177 47 1871 9248 4748
11 103 1360 9249 4749
73 17 9223 9250 4750
4 99 2069 9251 4751
13 101 5975 9252 4752
124 60 402 9253 4753
14 75 7416 9254 4754
20 103 419 9255 4755
81 37 449 9256 4756
29 94 554 9257 4757
17 82 136 9258 4758
4 117 13176 9259 4759
35 34 486 9260 4760
7 29 10817 9261 4761
50 72 780 9262 4762
53 33 665 9263 4763
32 72 2813 9264 4764
19 56 271 9265 4765
13 127 146 9266 4766
35 21 2494 9267 4767
67 49 617 9268 4768
35 75 2390 9269 4769
46 16 359 9270 4770
28 69 4 9271 4771
14 75 480 9272 4772
0 108 2410 9273 4773
12 84 7737 9274 4774
2 95 168 9275 4775
51 71 16 9276 4776
87 62 754 9277 4777
36 107 858 9278 4778
18 78 3420 9279 4779
10 36 2915 9280 4780
43 17 8920 9281 4781
58 39 5342 9282 4782
154 105 7479 9283 4783
47 24 735 9284 4784
66 67 1798 9285 4785
157 49 7243 9286 4786
63 10 1245 9287 4787
81 80 7408 9288 4788
22 42 1198 9289 4789
7 80 1773 9290 4790
47 72 649 9291 4791
2 51 935 9292 4792
3 74 136 9293 4793
16 47 1492 9294 4794
27 63 842 9295 4795
140 67 884 9296 4796
8 86 667 9297 4797
7 58 4216 9298 4798
71 32 94 9299 4799
47 59 2105 9300 4800
111 61 1082 9301 4801
2 86 125 9302 4802
33 102 4839 9303 4803
10 118 1447 9304 4804
30 19 782 9305 4805
44 104 421 9306 4806
16 12 3886 9307 4807
25 113 1652 9308 4808
9 28 2068 9309 4809
54 58 591 9310 4810
137 96 2777 9311 4811
37 10 2292 9312 4812
56 104 563 9313 4813
133 19 533 9314 4814
69 80 40 9315 4815
56 38 2687 9316 4816
13 99 4168 9317 4817
17 81 416 9318 4818
35 98 6947 9319 4819
203 54 1371 9320 4820
7 43 1135 9321 4821
41 104 776 9322 4822
11 93 2962 9323 4823
13 125 312 9324 4824
45 11 2692 9325 4825
43 111 338 9326 4826
93 81 1700 9327 4827
8 69 1347 9328 4828
189 33 2901 9329 4829
63 63 4909 9330 4830
39 16 1338 9331 4831
30 53 2891 9332 4832
50 112 1902 9333 4833
30 17 3642 9334 4834
42 98 1975 9335 4835
25 106 301 9336 4836
56 77 33 9337 4837
12 68 206 9338 4838
75 106 4134 9339 4839
131 94 1031 9340 4840
26 116 4667 9341 4841
3 11 1356 9342 4842
165 43 2181 9343 4843
77 111 354 9344 4844
73 15 678 9345 4845
24 124 4925 9346 4846
120 60 2827 9347 4847
7 75 2235 9348 4848
28 31 64 9349 4849
29 106 909 9350 4850
11 50 1285 9351 4851
126 39 2428 9352 4852
135 57 872 9353 4853
80 120 3354 9354 4854
67 82 3381 9355 4855
2 78 111 9356 4856
5 86 524 9357 4857
31 31 61 9358 4858
89 17 5791 9359 4859
174 57 2353 9360 4860
49 19 139 9361 4861
48 43 2006 9362 4862
42 15 1214 9363 4863
122 37 10597 9364 4864
148 72 229 9365 4865
9 46 55 9366 4866
9 31 247 9367 4867
101 20 1409 9368 4868
85 51 2582 9369 4869
26 113 375 9370 4870
49 85 271 9371 4871
3 115 424 9372 4872
66 76 3187 9373 4873
60 15 2620 9374 4874
125 75 643 9375 4875
69 76 235 9376 4876
16 57 892 9377 4877
34 125 1464 9378 4878
67 11 1635 9379 4879
132 15 211 9380 4880
9 22 1448 9381 4881
198 104 1301 9382 4882
0 88 4452 9383 4883
16 118 1068 9384 4884
44 128 5657 9385 4885
108 120 504 9386 4886
36 40 2939 9387 4887
2 115 104 9388 4888
4 95 367 9389 4889
23 85 1491 9390 4890
25 81 5198 9391 4891
68 35 462 9392 4892
133 42 445 9393 4893
106 34 4072 9394 4894
223 47 2610 9395 4895
1 125 2857 9396 4896
21 73 431 9397 4897
77 89 3300 9398 4898
2 57 112 9399 4899
259 94 357 9400 4900
30 94 834 9401 4901
31 47 3160 9402 4902
11 95 700 9403 4903
104 120 154 9404 4904
116 20 349 9405 4905
20 14 315 9406 4906
37 84 720 9407 4907
32 28 5673 9408 4908
148 96 471 9409 4909
22 96 2105 9410 4910
27 96 4882 9411 4911
40 73 1837 9412 4912
37 81 517 9413 4913
7 100 8 9414 4914
16 28 8282 9415 4915
20 122 5441 9416 4916
17 100 1132 9417 4917
61 112 538 9418 4918
65 29 957 9419 4919
2 119 961 9420 4920
32 34 77 9421 4921
20 28 1056 9422 4922
12 29 96 9423 4923
1 64 1215 9424 4924
10 97 6368 9425 4925
30 21 2066 9426 4926
0 46 331 9427 4927
191 61 5265 9428 4928
27 78 1039 9429 4929
170 75 840 9430 4930
24 120 494 9431 4931
18 77 808 9432 4932
73 124 332 9433 4933
0 113 1697 9434 4934
69 48 545 9435 4935
72 18 1370 9436 4936
74 123 2265 9437 4937
120 68 693 9438 4938
31 10 1581 9439 4939
105 75 2203 9440 4940
9 13 460 9441 4941
25 51 208 9442 4942
37 33 2554 9443 4943
12 72 594 9444 4944
60 105 371 9445 4945
228 117 134 9446 4946
28 119 4633 9447 4947
47 18 2381 9448 4948
4 99 536 9449 4949
32 73 2089 9450 4950
3 119 3466 9451 4951
72 11 345 9452 4952
62 92 6657 9453 4953
238 15 2128 9454 4954
61 24 1159 9455 4955
24 34 352 9456 4956
1 44 1962 9457 4957
105 78 3167 9458 4958
8 80 746 9459 4959
52 27 1232 9460 4960
188 55 7986 9461 4961
47 54 157 9462 4962
48 75 6259 9463 4963
20 50 3150 9464 4964
33 112 1591 9465 4965
10 50 792 9466 4966
33 59 2923 9467 4967
16 80 6884 9468 4968
47 120 1770 9469 4969
56 21 2170 9470 4970
55 85 2056 9471 4971
18 47 266 9472 4972
3 42 351 9473 4973
134 27 262 9474 4974
80 53 1201 9475 4975
82 86 2081 9476 4976
39 23 158 9477 4977
79 125 1637 9478 4978
13 33 54 9479 4979
26 102 371 9480 4980
175 122 6640 9481 4981
30 66 2328 9482 4982
20 30 1803 9483 4983
240 102 1163 9484 4984
73 100 135 9485 4985
0 14 4759 9486 4986
33 14 122 9487 4987
48 27 42 9488 4988
5 72 3108 9489 4989
303 20 2228 9490 4990
32 129 306 9491 4991
2 87 3099 9492 4992
92 60 70 9493 4993
9 110 5141 9494 4994
27 84 2066 9495 4995
16 38 85 9496 4996
0 49 3525 9497 4997
3 67 4657 9498 4998
8 94 74 9499 4999
139 32 2573 9500 5000
Maior duracao (segundos): 652
