Inicio(seg) Duracao(seg) Banda(Kbps) PortaCli PortaServ
2 92 5104 5588 5088
6 103 231 5589 5089
0 67 1940 5590 5090
6 123 1497 5591 5091
0 46 4346 5592 5092
2 41 992 5593 5093
31 111 4025 5594 5094
15 39 1754 5595 5095
3 86 2247 5596 5096
10 81 3102 5597 5097
9 69 164 5598 5098
17 106 1437 5599 5099
0 108 3010 5600 5100
55 57 6315 5601 5101
0 68 808 5602 5102
3 92 3082 5603 5103
4 103 114 5604 5104
80 66 1363 5605 5105
1 85 1757 5606 5106
19 55 650 5607 5107
3 126 1658 5608 5108
32 95 1825 5609 5109
36 159 1343 5610 5110
11 99 1018 5611 5111
41 64 2076 5612 5112
27 79 1811 5613 5113
3 96 18 5614 5114
35 85 270 5615 5115
1 94 174 5616 5116
19 114 2815 5617 5117
2 82 2833 5618 5118
21 69 1474 5619 5119
12 104 1236 5620 5120
17 40 1109 5621 5121
17 118 72 5622 5122
1 114 1238 5623 5123
5 123 2528 5624 5124
0 101 134 5625 5125
4 53 595 5626 5126
2 96 37 5627 5127
4 122 1015 5628 5128
22 76 515 5629 5129
11 126 3664 5630 5130
12 120 1116 5631 5131
5 124 4255 5632 5132
20 108 278 5633 5133
27 134 1073 5634 5134
4 94 1472 5635 5135
36 82 3181 5636 5136
5 52 1639 5637 5137
50 128 1337 5638 5138
39 131 3139 5639 5139
0 95 2397 5640 5140
27 91 649 5641 5141
23 52 232 5642 5142
10 83 1999 5643 5143
11 116 877 5644 5144
27 48 2742 5645 5145
2 90 1980 5646 5146
51 60 3 5647 5147
1 71 625 5648 5148
40 115 1251 5649 5149
52 85 959 5650 5150
41 98 615 5651 5151
2 102 3911 5652 5152
35 98 2973 5653 5153
6 105 701 5654 5154
1 114 515 5655 5155
17 103 5136 5656 5156
4 53 1580 5657 5157
3 131 667 5658 5158
20 93 38 5659 5159
0 87 3408 5660 5160
9 74 1359 5661 5161
32 75 1741 5662 5162
0 84 1014 5663 5163
29 106 32 5664 5164
7 106 4626 5665 5165
2 113 1833 5666 5166
27 75 496 5667 5167
11 76 3183 5668 5168
11 106 1800 5669 5169
0 105 641 5670 5170
5 63 1667 5671 5171
6 91 414 5672 5172
7 89 209 5673 5173
0 90 2592 5674 5174
0 62 180 5675 5175
15 47 5172 5676 5176
10 92 2997 5677 5177
35 70 229 5678 5178
1 123 8 5679 5179
1 60 563 5680 5180
19 69 981 5681 5181
10 51 492 5682 5182
15 112 3821 5683 5183
19 78 976 5684 5184
12 136 889 5685 5185
20 95 629 5686 5186
21 67 678 5687 5187
11 77 415 5688 5188
22 67 450 5689 5189
38 157 350 5690 5190
2 82 2413 5691 5191
3 65 3380 5692 5192
11 107 6211 5693 5193
15 69 1888 5694 5194
25 70 690 5695 5195
61 128 588 5696 5196
8 80 3930 5697 5197
17 86 8983 5698 5198
0 88 400 5699 5199
1 80 703 5700 5200
56 70 5608 5701 5201
2 94 1162 5702 5202
0 80 1987 5703 5203
5 103 19 5704 5204
1 98 3367 5705 5205
4 65 329 5706 5206
4 65 1069 5707 5207
5 47 773 5708 5208
4 52 722 5709 5209
5 82 1995 5710 5210
24 114 3171 5711 5211
22 82 3188 5712 5212
5 95 4132 5713 5213
24 126 517 5714 5214
62 119 4783 5715 5215
1 90 2300 5716 5216
25 94 4419 5717 5217
0 95 931 5718 5218
11 88 36 5719 5219
8 77 877 5720 5220
93 88 992 5721 5221
52 83 601 5722 5222
18 54 1702 5723 5223
4 127 4136 5724 5224
13 111 494 5725 5225
4 113 2083 5726 5226
5 63 392 5727 5227
5 125 2719 5728 5228
13 37 1331 5729 5229
15 117 1167 5730 5230
8 60 1334 5731 5231
12 94 3208 5732 5232
3 66 1767 5733 5233
25 60 453 5734 5234
22 134 232 5735 5235
11 109 1523 5736 5236
15 89 3950 5737 5237
16 101 3419 5738 5238
35 74 1636 5739 5239
15 85 2347 5740 5240
24 144 48 5741 5241
4 70 1685 5742 5242
13 132 8550 5743 5243
40 77 2043 5744 5244
14 117 1564 5745 5245
0 95 5176 5746 5246
6 89 1136 5747 5247
10 75 2412 5748 5248
37 65 704 5749 5249
98 57 3009 5750 5250
9 118 2327 5751 5251
50 94 1632 5752 5252
13 133 5461 5753 5253
6 89 1092 5754 5254
1 42 1768 5755 5255
18 86 8381 5756 5256
6 104 4927 5757 5257
1 100 3522 5758 5258
8 123 824 5759 5259
7 71 6 5760 5260
2 111 4862 5761 5261
5 70 802 5762 5262
9 75 602 5763 5263
2 85 3541 5764 5264
1 90 2745 5765 5265
21 70 528 5766 5266
8 128 109 5767 5267
4 128 2105 5768 5268
39 86 845 5769 5269
9 74 251 5770 5270
43 77 568 5771 5271
8 144 10660 5772 5272
0 87 41 5773 5273
3 156 213 5774 5274
18 76 2536 5775 5275
18 99 2188 5776 5276
7 124 368 5777 5277
8 41 396 5778 5278
69 46 2558 5779 5279
9 86 674 5780 5280
34 134 953 5781 5281
2 75 1341 5782 5282
17 81 502 5783 5283
5 107 3187 5784 5284
3 108 1852 5785 5285
37 85 2496 5786 5286
0 87 3541 5787 5287
2 31 1045 5788 5288
17 51 2735 5789 5289
5 110 2400 5790 5290
44 95 3233 5791 5291
6 93 2886 5792 5292
18 52 878 5793 5293
15 153 438 5794 5294
16 117 1309 5795 5295
1 67 3461 5796 5296
9 76 226 5797 5297
5 108 1014 5798 5298
4 86 740 5799 5299
1 73 524 5800 5300
3 95 2733 5801 5301
2 81 5101 5802 5302
1 149 1253 5803 5303
5 129 621 5804 5304
5 55 106 5805 5305
17 96 6702 5806 5306
2 123 271 5807 5307
3 55 52 5808 5308
10 78 981 5809 5309
1 74 2236 5810 5310
24 76 817 5811 5311
1 155 434 5812 5312
6 68 7086 5813 5313
12 44 9334 5814 5314
31 103 1389 5815 5315
8 123 3332 5816 5316
9 49 325 5817 5317
3 55 1788 5818 5318
8 67 1262 5819 5319
6 48 460 5820 5320
18 48 319 5821 5321
