Inicio(seg) Duracao(seg) Banda(Kbps) PortaCli PortaServ
5 107 3187 5783 5283
3 108 1852 5784 5284
37 85 2496 5785 5285
0 87 3541 5786 5286
2 31 1045 5787 5287
17 51 2735 5788 5288
5 110 2400 5789 5289
44 95 3233 5790 5290
6 93 2886 5791 5291
18 52 878 5792 5292
15 153 438 5793 5293
16 117 1309 5794 5294
1 67 3461 5795 5295
9 76 226 5796 5296
5 108 1014 5797 5297
4 86 740 5798 5298
1 73 524 5799 5299
3 95 2733 5800 5300
2 81 5101 5801 5301
1 149 1253 5802 5302
5 129 621 5803 5303
5 55 106 5804 5304
17 96 6702 5805 5305
2 123 271 5806 5306
3 55 52 5807 5307
10 78 981 5808 5308
1 74 2236 5809 5309
24 76 817 5810 5310
1 155 434 5811 5311
6 68 7086 5812 5312
12 44 9334 5813 5313
31 103 1389 5814 5314
8 123 3332 5815 5315
9 49 325 5816 5316
3 55 1788 5817 5317
8 67 1262 5818 5318
6 48 460 5819 5319
18 48 319 5820 5320
