Inicio(seg) Duracao(seg) Banda(Kbps) PortaCli PortaServ
23 18 231 3592 5092
50 92 739 3593 5093
20 2 1497 3594 5094
24 107 5396 3595 5095
3 48 4346 3596 5096
4 49 266 3597 5097
43 94 693 3598 5098
45 105 4062 3599 5099
17 77 111 3600 5100
81 83 400 3601 5101
9 62 2704 3602 5102
37 10 1256 3603 5103
55 83 437 3604 5104
165 95 81 3605 5105
3 117 1527 3606 5106
80 42 39 3607 5107
60 25 295 3608 5108
35 7 566 3609 5109
29 119 302 3610 5110
17 72 195 3611 5111
91 86 1528 3612 5112
47 70 389 3613 5113
49 106 1389 3614 5114
26 61 4592 3615 5115
6 64 801 3616 5116
47 79 5240 3617 5117
116 101 469 3618 5118
7 2 488 3619 5119
43 108 4604 3620 5120
73 11 237 3621 5121
22 88 174 3622 5122
38 93 269 3623 5123
41 90 607 3624 5124
29 57 1553 3625 5125
70 83 2419 3626 5126
32 5 2169 3627 5127
90 12 1819 3628 5128
3 88 741 3629 5129
8 5 1564 3630 5130
0 32 513 3631 5131
200 19 65 3632 5132
26 43 3334 3633 5133
74 31 515 3634 5134
95 80 2340 3635 5135
40 63 1116 3636 5136
111 78 2967 3637 5137
69 37 278 3638 5138
28 63 2933 3639 5139
14 100 1472 3640 5140
9 8 184 3641 5141
120 53 3181 3642 5142
52 69 657 3643 5143
168 76 1337 3644 5144
47 96 5039 3645 5145
0 117 2397 3646 5146
29 35 3517 3647 5147
79 21 232 3648 5148
16 78 1330 3649 5149
38 76 877 3650 5150
5 91 3498 3651 5151
8 61 1980 3652 5152
82 1 6518 3653 5153
6 33 625 3654 5154
123 58 5143 3655 5155
175 30 959 3656 5156
73 33 5306 3657 5157
7 106 3911 3658 5158
91 94 4582 3659 5159
21 85 701 3660 5160
10 29 179 3661 5161
58 74 5136 3662 5162
37 67 584 3663 5163
10 96 667 3664 5164
1 3 2597 3665 5165
0 52 3408 3666 5166
1 61 1247 3667 5167
3 2 770 3668 5168
26 72 4146 3669 5169
4 5 161 3670 5170
0 97 3080 3671 5171
25 103 4626 3672 5172
47 35 3536 3673 5173
92 17 496 3674 5174
83 101 474 3675 5175
37 64 1800 3676 5176
1 77 9 3677 5177
59 83 359 3678 5178
43 34 108 3679 5179
170 36 744 3680 5180
5 24 815 3681 5181
35 48 186 3682 5182
4 89 10 3683 5183
211 7 4119 3684 5184
135 62 422 3685 5185
35 78 2997 3686 5186
6 94 778 3687 5187
3 108 8 3688 5188
18 16 5443 3689 5189
5 26 563 3690 5190
52 48 2508 3691 5191
34 30 492 3692 5192
70 103 1920 3693 5193
64 53 976 3694 5194
4 45 1536 3695 5195
67 71 629 3696 5196
12 36 2706 3697 5197
17 1 287 3698 5198
11 24 1520 3699 5199
50 93 1266 3700 5200
63 20 4939 3701 5201
10 19 2456 3702 5202
162 99 418 3703 5203
11 66 481 3704 5204
18 75 1916 3705 5205
84 98 1037 3706 5206
102 32 7830 3707 5207
1 54 780 3708 5208
10 118 2181 3709 5209
54 6 25 3710 5210
18 13 708 3711 5211
189 14 5608 3712 5212
3 108 3037 3713 5213
8 86 1162 3714 5214
70 77 56 3715 5215
19 106 19 3716 5216
1 99 228 3717 5217
14 97 546 3718 5218
27 19 617 3719 5219
21 31 873 3720 5220
18 40 690 3721 5221
170 33 4403 3722 5222
52 107 892 3723 5223
81 38 3171 3724 5224
83 95 225 3725 5225
19 93 4132 3726 5226
55 13 335 3727 5227
81 85 517 3728 5228
291 110 7973 3729 5229
3 62 2300 3730 5230
22 108 3208 3731 5231
0 117 931 3732 5232
29 3 1500 3733 5233
27 4 877 3734 5234
8 49 11945 3735 5235
173 52 601 3736 5236
52 71 2326 3737 5237
14 90 4136 3738 5238
13 28 1762 3739 5239
13 87 2083 3740 5240
22 23 716 3741 5241
19 71 2719 3742 5242
15 60 1674 3743 5243
52 85 1167 3744 5244
63 60 1078 3745 5245
42 2 159 3746 5246
46 97 1574 3747 5247
11 27 4813 3748 5248
11 82 898 3749 5249
74 98 232 3750 5250
39 58 5710 3751 5251
52 63 3950 3752 5252
7 40 20 3753 5253
54 92 3419 3754 5254
62 69 4566 3755 5255
50 58 2347 3756 5256
68 3 3103 3757 5257
13 47 1685 3758 5258
11 118 1697 3759 5259
21 118 3663 3760 5260
40 79 5164 3761 5261
263 74 1208 3762 5262
29 112 54 3763 5263
17 41 323 3764 5264
18 86 1274 3765 5265
16 110 2272 3766 5266
60 95 12605 3767 5267
38 57 3031 3768 5268
142 69 6471 3769 5269
34 71 498 3770 5270
46 52 767 3771 5271
174 12 234 3772 5272
219 114 913 3773 5273
20 86 4927 3774 5274
92 101 1773 3775 5275
28 11 824 3776 5276
0 96 529 3777 5277
8 47 4862 3778 5278
14 90 5628 3779 5279
17 19 802 3780 5280
40 33 1228 3781 5281
7 1 3541 3782 5282
72 91 164 3783 5283
71 44 528 3784 5284
115 7 1137 3785 5285
88 108 1208 3786 5286
22 80 579 3787 5287
158 111 4083 3788 5288
6 27 312 3789 5289
146 57 568 3790 5290
279 59 2437 3791 5291
0 52 41 3792 5292
5 57 1940 3793 5293
62 27 2536 3794 5294
91 115 2510 3795 5295
62 71 2188 3796 5296
25 21 918 3797 5297
27 47 396 3798 5298
3 88 8818 3799 5299
32 102 2933 3800 5300
24 36 1261 3801 5301
4 108 627 3802 5302
13 61 373 3803 5303
113 84 4134 3804 5304
83 97 2954 3805 5305
10 39 1852 3806 5306
14 102 6047 3807 5307
124 9 2496 3808 5308
28 101 25 3809 5309
7 48 1045 3810 5310
47 91 2252 3811 5311
19 111 2400 3812 5312
8 98 5611 3813 5313
22 63 2886 3814 5314
40 44 2307 3815 5315
51 75 438 3816 5316
17 60 2043 3817 5317
6 17 3461 3818 5318
26 14 1173 3819 5319
19 113 1014 3820 5320
67 39 547 3821 5321
3 4 1996 3822 5322
71 29 181 3823 5323
32 26 2179 3824 5324
32 111 328 3825 5325
3 11 370 3826 5326
16 41 2158 3827 5327
18 37 106 3828 5328
175 102 1602 3829 5329
8 83 271 3830 5330
1 47 362 3831 5331
36 28 981 3832 5332
58 26 344 3833 5333
82 12 817 3834 5334
11 55 1879 3835 5335
22 12 7086 3836 5336
244 69 539 3837 5337
106 68 1389 3838 5338
19 2 2502 3839 5339
28 78 3332 3840 5340
20 19 1239 3841 5341
12 29 1788 3842 5342
22 58 1121 3843 5343
22 44 460 3844 5344
87 19 2358 3845 5345
143 35 2334 3846 5346
53 17 1292 3847 5347
25 63 266 3848 5348
6 50 1076 3849 5349
105 31 1216 3850 5350
0 93 3035 3851 5351
127 102 418 3852 5352
26 14 200 3853 5353
91 99 2051 3854 5354
12 36 657 3855 5355
6 104 9353 3856 5356
79 62 840 3857 5357
94 106 3795 3858 5358
3 52 2724 3859 5359
15 30 1729 3860 5360
137 112 1815 3861 5361
137 113 1753 3862 5362
2 54 78 3863 5363
111 42 424 3864 5364
217 16 1388 3865 5365
26 119 327 3866 5366
53 82 842 3867 5367
14 21 1267 3868 5368
59 103 114 3869 5369
8 91 269 3870 5370
200 98 4318 3871 5371
14 89 2824 3872 5372
7 101 35 3873 5373
28 44 948 3874 5374
29 101 2369 3875 5375
15 88 226 3876 5376
43 86 5175 3877 5377
122 30 2202 3878 5378
7 37 1232 3879 5379
1 101 1603 3880 5380
52 23 5367 3881 5381
0 4 4270 3882 5382
2 2 7 3883 5383
20 46 718 3884 5384
89 54 7743 3885 5385
33 97 2290 3886 5386
13 67 68 3887 5387
12 16 2220 3888 5388
125 99 516 3889 5389
104 118 1295 3890 5390
65 24 172 3891 5391
74 13 3205 3892 5392
50 7 289 3893 5393
22 46 638 3894 5394
140 34 4135 3895 5395
66 87 1403 3896 5396
6 104 139 3897 5397
103 14 501 3898 5398
70 94 595 3899 5399
44 115 2508 3900 5400
171 82 254 3901 5401
44 11 695 3902 5402
4 73 444 3903 5403
66 78 592 3904 5404
112 62 434 3905 5405
46 67 4412 3906 5406
61 86 562 3907 5407
0 35 1247 3908 5408
12 43 86 3909 5409
157 53 289 3910 5410
119 33 414 3911 5411
11 85 3854 3912 5412
286 29 4090 3913 5413
24 115 1330 3914 5414
13 49 2700 3915 5415
30 93 1954 3916 5416
134 13 1209 3917 5417
91 111 1712 3918 5418
45 37 1482 3919 5419
5 3 386 3920 5420
190 111 75 3921 5421
28 29 245 3922 5422
102 94 1090 3923 5423
75 33 1226 3924 5424
53 102 1171 3925 5425
11 92 1894 3926 5426
26 101 3479 3927 5427
43 79 1064 3928 5428
141 62 275 3929 5429
13 27 4100 3930 5430
102 29 2242 3931 5431
10 22 1145 3932 5432
88 118 1284 3933 5433
17 46 104 3934 5434
55 113 26 3935 5435
18 117 945 3936 5436
8 30 958 3937 5437
32 39 1350 3938 5438
18 72 3281 3939 5439
122 115 348 3940 5440
23 60 888 3941 5441
0 37 1047 3942 5442
36 2 569 3943 5443
43 24 1268 3944 5444
47 71 2908 3945 5445
22 78 1663 3946 5446
12 24 1967 3947 5447
40 69 3612 3948 5448
98 20 1596 3949 5449
0 23 1788 3950 5450
6 72 4529 3951 5451
11 31 4740 3952 5452
13 88 1604 3953 5453
91 95 1225 3954 5454
25 58 2938 3955 5455
31 101 3021 3956 5456
41 17 29 3957 5457
5 22 2327 3958 5458
49 26 154 3959 5459
177 61 4057 3960 5460
108 22 1720 3961 5461
17 116 3858 3962 5462
51 107 765 3963 5463
7 84 122 3964 5464
1 41 422 3965 5465
35 108 612 3966 5466
134 42 4512 3967 5467
26 35 2583 3968 5468
1 31 1953 3969 5469
58 66 6404 3970 5470
82 33 8928 3971 5471
73 1 2658 3972 5472
84 49 2875 3973 5473
90 17 126 3974 5474
30 14 2352 3975 5475
32 112 1256 3976 5476
50 82 916 3977 5477
1 104 894 3978 5478
51 30 3896 3979 5479
79 74 794 3980 5480
183 36 89 3981 5481
41 23 447 3982 5482
54 41 2470 3983 5483
28 116 3587 3984 5484
59 103 1998 3985 5485
77 116 532 3986 5486
25 77 2095 3987 5487
9 15 3467 3988 5488
22 74 1418 3989 5489
55 14 2095 3990 5490
106 92 551 3991 5491
42 34 2283 3992 5492
10 47 642 3993 5493
18 80 3285 3994 5494
93 34 386 3995 5495
34 116 452 3996 5496
33 54 1751 3997 5497
17 37 3576 3998 5498
17 39 1868 3999 5499
51 35 1297 4000 5500
11 62 2800 4001 5501
33 61 4089 4002 5502
3 114 1970 4003 5503
36 29 1785 4004 5504
75 91 511 4005 5505
60 92 1093 4006 5506
5 114 3023 4007 5507
3 98 1927 4008 5508
95 46 9268 4009 5509
50 5 497 4010 5510
47 4 1119 4011 5511
36 72 4124 4012 5512
30 55 729 4013 5513
0 24 279 4014 5514
1 35 3245 4015 5515
88 83 5071 4016 5516
41 83 1325 4017 5517
33 61 646 4018 5518
23 37 4829 4019 5519
29 35 1566 4020 5520
51 70 1079 4021 5521
48 5 3727 4022 5522
38 63 584 4023 5523
5 40 701 4024 5524
171 45 1673 4025 5525
36 53 2200 4026 5526
6 21 239 4027 5527
52 10 395 4028 5528
61 38 122 4029 5529
72 90 3978 4030 5530
57 102 3077 4031 5531
65 64 2320 4032 5532
45 94 2645 4033 5533
27 28 2089 4034 5534
25 105 3038 4035 5535
12 83 1693 4036 5536
100 99 2818 4037 5537
25 24 508 4038 5538
42 112 8673 4039 5539
188 111 708 4040 5540
46 44 896 4041 5541
127 20 3774 4042 5542
29 74 252 4043 5543
55 24 290 4044 5544
21 30 882 4045 5545
4 99 3520 4046 5546
79 33 1338 4047 5547
2 3 1480 4048 5548
6 66 5313 4049 5549
15 15 1299 4050 5550
78 2 261 4051 5551
32 112 7539 4052 5552
148 20 2177 4053 5553
64 54 505 4054 5554
49 17 201 4055 5555
150 12 281 4056 5556
75 77 15198 4057 5557
6 3 445 4058 5558
81 69 4584 4059 5559
13 94 2210 4060 5560
13 113 94 4061 5561
92 59 3540 4062 5562
17 16 2714 4063 5563
23 91 3462 4064 5564
31 84 4823 4065 5565
2 88 19 4066 5566
10 63 656 4067 5567
17 18 585 4068 5568
49 87 265 4069 5569
2 23 1872 4070 5570
13 50 2693 4071 5571
173 109 493 4072 5572
7 38 1858 4073 5573
1 94 370 4074 5574
127 43 653 4075 5575
2 27 1914 4076 5576
31 107 1918 4077 5577
69 11 7689 4078 5578
29 111 1644 4079 5579
28 15 6 4080 5580
18 54 487 4081 5581
127 31 561 4082 5582
32 90 837 4083 5583
10 108 2754 4084 5584
18 41 115 4085 5585
109 110 25 4086 5586
35 86 28 4087 5587
88 43 1714 4088 5588
134 104 4046 4089 5589
26 110 2436 4090 5590
12 77 927 4091 5591
10 50 4906 4092 5592
82 2 631 4093 5593
64 89 4032 4094 5594
48 75 3400 4095 5595
97 96 688 4096 5596
14 20 783 4097 5597
7 98 405 4098 5598
47 46 1286 4099 5599
23 22 1702 4100 5600
8 83 6312 4101 5601
0 94 12 4102 5602
197 18 303 4103 5603
111 15 2170 4104 5604
53 89 20 4105 5605
94 74 1089 4106 5606
26 64 6516 4107 5607
121 63 133 4108 5608
39 110 5338 4109 5609
198 56 3891 4110 5610
1 90 1643 4111 5611
90 119 5470 4112 5612
59 41 3008 4113 5613
37 12 267 4114 5614
157 68 651 4115 5615
47 17 712 4116 5616
574 11 37 4117 5617
34 65 1994 4118 5618
77 67 104 4119 5619
1 63 611 4120 5620
225 22 765 4121 5621
61 108 1591 4122 5622
69 44 429 4123 5623
16 32 2142 4124 5624
27 75 2996 4125 5625
62 12 1058 4126 5626
82 91 1516 4127 5627
18 107 3470 4128 5628
133 65 1688 4129 5629
11 89 2600 4130 5630
7 30 1287 4131 5631
37 75 1933 4132 5632
315 75 224 4133 5633
3 83 3536 4134 5634
59 23 3433 4135 5635
18 88 129 4136 5636
128 83 873 4137 5637
16 56 206 4138 5638
26 49 384 4139 5639
40 102 2027 4140 5640
32 53 4209 4141 5641
13 72 581 4142 5642
14 2 4511 4143 5643
75 116 582 4144 5644
10 79 1435 4145 5645
8 99 5942 4146 5646
2 23 1055 4147 5647
8 6 202 4148 5648
52 11 427 4149 5649
75 70 905 4150 5650
12 22 1275 4151 5651
141 83 2305 4152 5652
148 20 242 4153 5653
76 14 4927 4154 5654
1 23 3390 4155 5655
21 67 1019 4156 5656
85 93 1097 4157 5657
51 2 1453 4158 5658
56 39 3667 4159 5659
6 21 780 4160 5660
236 70 3785 4161 5661
83 66 84 4162 5662
6 60 318 4163 5663
18 91 89 4164 5664
37 101 1878 4165 5665
30 110 1312 4166 5666
44 113 73 4167 5667
10 93 1561 4168 5668
74 44 2237 4169 5669
7 42 357 4170 5670
278 80 2815 4171 5671
0 87 2718 4172 5672
2 59 2182 4173 5673
60 36 1291 4174 5674
14 1 132 4175 5675
5 34 92 4176 5676
261 29 6838 4177 5677
182 77 5518 4178 5678
24 105 6401 4179 5679
13 41 26 4180 5680
53 71 488 4181 5681
9 55 939 4182 5682
19 74 3664 4183 5683
147 93 4869 4184 5684
20 28 2152 4185 5685
7 84 6214 4186 5686
9 64 656 4187 5687
96 61 191 4188 5688
12 10 229 4189 5689
116 51 4040 4190 5690
87 75 2828 4191 5691
17 68 446 4192 5692
3 51 519 4193 5693
33 98 753 4194 5694
32 39 2227 4195 5695
29 19 3581 4196 5696
5 1 584 4197 5697
49 7 2749 4198 5698
67 32 21 4199 5699
136 35 2344 4200 5700
10 35 1543 4201 5701
72 68 3384 4202 5702
54 113 1513 4203 5703
28 67 218 4204 5704
59 14 877 4205 5705
28 48 5071 4206 5706
14 5 2348 4207 5707
5 29 738 4208 5708
28 81 3765 4209 5709
13 1 3772 4210 5710
2 53 530 4211 5711
5 64 151 4212 5712
40 104 195 4213 5713
4 5 2386 4214 5714
30 29 2818 4215 5715
17 13 613 4216 5716
14 50 1189 4217 5717
2 100 437 4218 5718
4 74 1905 4219 5719
33 108 2090 4220 5720
6 44 1612 4221 5721
4 88 4011 4222 5722
78 72 4331 4223 5723
12 117 3962 4224 5724
32 36 4424 4225 5725
19 48 2352 4226 5726
8 53 1115 4227 5727
3 8 2174 4228 5728
39 28 3096 4229 5729
4 44 811 4230 5730
32 5 438 4231 5731
19 102 1843 4232 5732
0 58 634 4233 5733
1 12 63 4234 5734
3 85 1726 4235 5735
41 73 95 4236 5736
13 32 3775 4237 5737
30 94 4730 4238 5738
23 86 2694 4239 5739
39 83 3739 4240 5740
193 6 1934 4241 5741
16 43 381 4242 5742
0 99 366 4243 5743
10 26 660 4244 5744
19 11 1838 4245 5745
37 47 1984 4246 5746
40 65 621 4247 5747
161 38 1871 4248 5748
10 93 1360 4249 5749
66 8 9223 4250 5750
4 89 2069 4251 5751
12 91 5975 4252 5752
113 51 402 4253 5753
12 66 7416 4254 5754
18 93 419 4255 5755
73 28 449 4256 5756
26 84 554 4257 5757
16 73 136 4258 5758
3 107 13176 4259 5759
31 24 486 4260 5760
7 20 10817 4261 5761
45 62 780 4262 5762
48 24 665 4263 5763
29 63 2813 4264 5764
18 47 271 4265 5765
12 117 146 4266 5766
32 12 2494 4267 5767
61 40 617 4268 5768
32 66 2390 4269 5769
41 7 359 4270 5770
25 59 4 4271 5771
12 65 480 4272 5772
0 99 2410 4273 5773
11 74 7737 4274 5774
1 85 168 4275 5775
46 61 16 4276 5776
79 52 754 4277 5777
33 98 858 4278 5778
16 69 3420 4279 5779
9 26 2915 4280 5780
39 8 8920 4281 5781
53 29 5342 4282 5782
140 96 7479 4283 5783
43 15 735 4284 5784
60 57 1798 4285 5785
143 40 7243 4286 5786
57 1 1245 4287 5787
74 70 7408 4288 5788
20 33 1198 4289 5789
6 70 1773 4290 5790
43 63 649 4291 5791
2 42 935 4292 5792
2 64 136 4293 5793
14 38 1492 4294 5794
24 53 842 4295 5795
127 58 884 4296 5796
7 77 667 4297 5797
6 49 4216 4298 5798
64 22 94 4299 5799
42 49 2105 4300 5800
101 52 1082 4301 5801
1 77 125 4302 5802
30 92 4839 4303 5803
9 108 1447 4304 5804
28 10 782 4305 5805
40 94 421 4306 5806
15 3 3886 4307 5807
23 103 1652 4308 5808
8 19 2068 4309 5809
49 49 591 4310 5810
124 86 2777 4311 5811
33 1 2292 4312 5812
51 94 563 4313 5813
121 10 533 4314 5814
63 71 40 4315 5815
51 29 2687 4316 5816
11 89 4168 4317 5817
16 71 416 4318 5818
32 89 6947 4319 5819
185 45 1371 4320 5820
6 34 1135 4321 5821
37 94 776 4322 5822
10 83 2962 4323 5823
11 115 312 4324 5824
41 2 2692 4325 5825
39 101 338 4326 5826
84 71 1700 4327 5827
7 60 1347 4328 5828
172 24 2901 4329 5829
57 53 4909 4330 5830
35 7 1338 4331 5831
27 44 2891 4332 5832
46 102 1902 4333 5833
28 8 3642 4334 5834
38 88 1975 4335 5835
23 96 301 4336 5836
51 68 33 4337 5837
11 58 206 4338 5838
69 96 4134 4339 5839
119 85 1031 4340 5840
24 107 4667 4341 5841
3 2 1356 4342 5842
150 34 2181 4343 5843
70 101 354 4344 5844
66 6 678 4345 5845
22 114 4925 4346 5846
109 51 2827 4347 5847
6 66 2235 4348 5848
25 22 64 4349 5849
26 96 909 4350 5850
10 41 1285 4351 5851
114 30 2428 4352 5852
123 47 872 4353 5853
73 110 3354 4354 5854
61 73 3381 4355 5855
2 69 111 4356 5856
4 76 524 4357 5857
28 22 61 4358 5858
81 8 5791 4359 5859
158 48 2353 4360 5860
45 10 139 4361 5861
43 34 2006 4362 5862
38 6 1214 4363 5863
110 27 10597 4364 5864
134 63 229 4365 5865
8 37 55 4366 5866
9 22 247 4367 5867
92 11 1409 4368 5868
77 41 2582 4369 5869
23 103 375 4370 5870
45 75 271 4371 5871
3 105 424 4372 5872
60 66 3187 4373 5873
55 6 2620 4374 5874
113 65 643 4375 5875
63 67 235 4376 5876
14 48 892 4377 5877
31 115 1464 4378 5878
61 2 1635 4379 5879
120 6 211 4380 5880
9 13 1448 4381 5881
180 95 1301 4382 5882
0 78 4452 4383 5883
15 108 1068 4384 5884
40 118 5657 4385 5885
98 110 504 4386 5886
33 30 2939 4387 5887
2 105 104 4388 5888
3 86 367 4389 5889
21 76 1491 4390 5890
23 72 5198 4391 5891
62 25 462 4392 5892
120 32 445 4393 5893
97 25 4072 4394 5894
203 37 2610 4395 5895
1 115 2857 4396 5896
19 64 431 4397 5897
70 79 3300 4398 5898
2 48 112 4399 5899
235 85 357 4400 5900
27 84 834 4401 5901
28 38 3160 4402 5902
10 85 700 4403 5903
94 110 154 4404 5904
105 11 349 4405 5905
18 5 315 4406 5906
34 74 720 4407 5907
29 19 5673 4408 5908
135 86 471 4409 5909
20 86 2105 4410 5910
24 87 4882 4411 5911
36 63 1837 4412 5912
34 71 517 4413 5913
7 90 8 4414 5914
14 19 8282 4415 5915
18 112 5441 4416 5916
15 90 1132 4417 5917
55 102 538 4418 5918
59 20 957 4419 5919
2 109 961 4420 5920
29 24 77 4421 5921
18 19 1056 4422 5922
10 20 96 4423 5923
0 55 1215 4424 5924
9 87 6368 4425 5925
27 12 2066 4426 5926
0 37 331 4427 5927
174 52 5265 4428 5928
25 68 1039 4429 5929
154 66 840 4430 5930
21 110 494 4431 5931
16 67 808 4432 5932
67 114 332 4433 5933
0 104 1697 4434 5934
62 39 545 4435 5935
65 9 1370 4436 5936
67 113 2265 4437 5937
109 58 693 4438 5938
28 1 1581 4439 5939
96 66 2203 4440 5940
9 4 460 4441 5941
23 42 208 4442 5942
34 24 2554 4443 5943
11 62 594 4444 5944
55 95 371 4445 5945
207 107 134 4446 5946
26 109 4633 4447 5947
42 9 2381 4448 5948
3 89 536 4449 5949
29 63 2089 4450 5950
3 109 3466 4451 5951
66 2 345 4452 5952
56 83 6657 4453 5953
216 6 2128 4454 5954
55 15 1159 4455 5955
22 24 352 4456 5956
1 34 1962 4457 5957
96 68 3167 4458 5958
8 71 746 4459 5959
47 18 1232 4460 5960
171 45 7986 4461 5961
43 44 157 4462 5962
44 65 6259 4463 5963
18 40 3150 4464 5964
30 102 1591 4465 5965
9 41 792 4466 5966
30 49 2923 4467 5967
14 71 6884 4468 5968
43 110 1770 4469 5969
51 11 2170 4470 5970
50 75 2056 4471 5971
17 38 266 4472 5972
3 33 351 4473 5973
122 18 262 4474 5974
73 43 1201 4475 5975
74 76 2081 4476 5976
35 14 158 4477 5977
72 115 1637 4478 5978
12 23 54 4479 5979
23 92 371 4480 5980
159 112 6640 4481 5981
27 57 2328 4482 5982
18 21 1803 4483 5983
218 92 1163 4484 5984
67 91 135 4485 5985
0 5 4759 4486 5986
30 5 122 4487 5987
44 18 42 4488 5988
4 63 3108 4489 5989
276 11 2228 4490 5990
29 119 306 4491 5991
2 77 3099 4492 5992
84 51 70 4493 5993
8 100 5141 4494 5994
24 74 2066 4495 5995
15 29 85 4496 5996
0 40 3525 4497 5997
2 58 4657 4498 5998
7 84 74 4499 5999
126 22 2573 4500 6000
Maior duracao (segundos): 585
